1	2
1	11
1	16
1	27
1	32
1	49
2	1
2	11
2	16
2	32
2	49
2	93
3	35
3	48
3	53
3	62
3	71
3	72
4	85
4	100
4	101
4	102
4	105
4	113
5	81
5	116
5	120
5	121
5	125
5	128
6	40
6	60
6	61
6	69
6	86
6	89
7	20
7	29
7	43
7	50
7	69
7	101
8	93
8	103
8	109
8	121
8	124
8	126
9	87
9	91
9	92
9	94
9	99
9	119
10	61
10	69
10	74
10	86
10	89
10	115
11	1
11	2
11	16
11	27
11	32
11	113
12	13
12	19
12	51
12	65
12	77
12	121
13	12
13	19
13	51
13	64
13	65
13	77
14	52
14	79
14	81
14	88
14	90
14	107
15	97
15	100
15	101
15	102
15	105
15	113
16	1
16	2
16	11
16	27
16	32
16	49
17	52
17	79
17	81
17	83
17	88
17	90
18	40
18	48
18	55
18	74
18	86
18	89
19	12
19	13
19	37
19	47
19	65
19	77
20	7
20	29
20	36
20	41
20	43
20	50
21	97
21	106
21	117
21	120
21	121
21	128
22	97
22	100
22	102
22	105
22	113
22	127
23	24
23	44
23	95
23	98
23	125
23	128
24	23
24	37
24	47
24	51
24	65
24	77
25	97
25	100
25	101
25	102
25	105
25	113
26	42
26	81
26	83
26	88
26	90
26	120
27	1
27	11
27	16
27	32
27	49
27	118
28	30
28	31
28	38
28	58
28	68
28	73
28	74
29	7
29	20
29	36
29	41
29	43
29	50
29	124
30	28
30	31
30	33
30	38
30	58
30	68
30	73
31	28
31	30
31	33
31	45
31	58
31	62
31	73
32	1
32	2
32	11
32	16
32	27
32	37
32	49
33	30
33	31
33	38
33	45
33	58
33	68
33	73
34	39
34	42
34	68
34	79
34	83
34	88
34	90
35	3
35	48
35	53
35	66
35	71
35	78
35	125
36	20
36	29
36	41
36	43
36	50
36	72
37	19
37	24
37	32
37	47
37	51
37	65
37	77
38	28
38	30
38	33
38	45
38	58
38	68
38	73
39	34
39	75
39	84
39	92
39	94
39	99
39	107
40	6
40	18
40	55
40	69
40	74
40	86
40	89
41	20
41	29
41	36
41	43
41	50
41	107
42	26
42	34
42	79
42	81
42	83
42	88
42	90
43	7
43	20
43	29
43	36
43	41
43	50
43	127
44	23
44	106
44	112
44	116
44	121
44	125
44	128
45	31
45	33
45	38
45	58
45	68
45	73
45	88
46	66
46	106
46	112
46	116
46	117
46	125
46	128
47	19
47	24
47	37
47	51
47	65
47	77
47	125
48	3
48	18
48	35
48	54
48	66
48	72
48	78
49	1
49	2
49	16
49	27
49	32
49	110
49	113
50	7
50	20
50	29
50	36
50	41
50	43
50	57
51	12
51	13
51	24
51	37
51	47
51	65
51	77
52	14
52	17
52	79
52	81
52	83
52	88
52	90
53	3
53	35
53	54
53	62
53	63
53	72
53	78
53	109
54	48
54	53
54	62
54	63
54	71
54	72
54	78
54	119
55	18
55	40
55	60
55	61
55	69
55	76
55	86
55	89
56	70
56	85
56	97
56	100
56	101
56	102
56	105
56	113
57	50
57	109
57	111
57	115
57	119
57	124
57	126
57	127
58	28
58	30
58	31
58	33
58	38
58	45
58	68
58	73
59	82
59	84
59	87
59	91
59	92
59	94
59	99
59	107
60	6
60	55
60	61
60	69
60	74
60	86
60	89
60	116
61	6
61	10
61	55
61	60
61	74
61	86
61	89
61	114
62	3
62	31
62	53
62	54
62	63
62	66
62	71
62	78
63	53
63	54
63	62
63	66
63	71
63	72
63	78
63	124
64	13
64	112
64	116
64	117
64	120
64	121
64	125
64	128
65	12
65	13
65	19
65	24
65	37
65	47
65	51
65	77
66	35
66	46
66	48
66	62
66	63
66	71
66	72
66	78
67	98
67	112
67	116
67	117
67	120
67	121
67	125
67	128
68	28
68	30
68	33
68	34
68	38
68	45
68	58
68	73
69	6
69	7
69	10
69	40
69	55
69	60
69	74
69	86
69	89
70	56
70	85
70	97
70	100
70	101
70	102
70	105
70	113
71	3
71	35
71	54
71	62
71	63
71	66
71	72
71	78
